subscriber_id,region,plan,onboarding_score,negative_ticket_pre_renewal,cancelled,total_spent,days_before_renewal_negative_ticket,cancellation_reason
S-12537,South,Quarterly Bundle,79.8,Yes,Yes,2848.38,10.4,no longer needed
S-16880,South,Monthly Plus,79.3,False,No,959.94,,
S-11626,Midwest,Monthly Plus,55.3,Yes,True,$442.77,4.7,bad support experience
S-16536,Northeast,Monthly Plus,61.6,False,0,USD 427.86,,
S-10218,Northeast,Monthly Essentials,46.9,Yes,False,511.37,1.5,
S-17851,West,Monthly Essentials,86.2,No,False,$679.95,,
S-12358,West,Monthly Essentials,93.0,Yes,False,$662.60,13.3,
S-16242,Northeast,Quarterly Bundle,57.7,False,False,3188.04,,
S-15513,Northeast,Monthly Plus,55.9,No,False,$374.29,,
S-14344,Northeast,Monthly Plus,51.1,False,No,1217.62,,
S-11804,South,Monthly Plus,56.4,1,0,516.58,5.0,
S-14670,Northeast,Monthly Essentials,44.7,False,0,365.29,,
S-10856,Northeast,Monthly Plus,45.1,True,True,176.60,1.8,shipping issues
S-10040,Northeast,Monthly Essentials,45.4,True,1,865.52,3.7,paused indefinitely
S-11878,South,Quarterly Bundle,55.7,True,False,588.23,1.4,
S-17307,Northeast,Monthly Essentials,92.5,0,No,USD 881.32,,
S-11199,West,Monthly Essentials,63.4,True,False,557.29,9.8,
S-17644,Northeast,Quarterly Bundle,92.5,False,False,"$2,399.68",,
S-14167,Northeast,Monthly Plus,54.1,False,0,572.39,,
S-12618,Midwest,Monthly Plus,93.8,Yes,Yes,564.35,9.0,no longer needed
S-14859,West,Quarterly Bundle,35.1,False,False,2443.00,,
S-11635,West,Quarterly Bundle,71.0,Yes,1,USD 709.66,10.8,bad support experience
S-13443,West,Monthly Essentials,50.5,False,False,$801.03,,
S-12183,South,Quarterly Bundle,83.6,True,No,USD 2063.04,4.7,
S-15183,Midwest,Monthly Plus,64.9,No,True,USD 1438.44,,moving/relocating
S-15905,South,Monthly Plus,55.5,False,False,$597.83,,
S-17365,Midwest,Quarterly Bundle,80.7,False,0,280.76,,
S-17365,Midwest,Quarterly Bundle,80.7,False,0,280.76,,
S-12941,Midwest,Monthly Plus,87.9,1,No,USD 1320.03,0.1,
S-12829,South,Quarterly Bundle,76.8,True,False,2774.31,9.3,
S-14676,South,Monthly Essentials,44.0,No,No,673.97,,
S-18296,West,Monthly Essentials,79.8,0,No,$634.27,,
S-13495,Midwest,Monthly Plus,35.3,No,False,1179.47,,
S-12116,Northeast,Quarterly Bundle,70.6,Yes,0,3120.10,4.1,
S-15074,South,Monthly Essentials,64.8,No,No,284.23,,
S-11880,West,Monthly Essentials,55.8,Yes,0,464.58,9.3,
S-14454,Midwest,Monthly Essentials,38.9,False,No,516.22,,
S-10432,Northeast,Monthly Essentials,36.9,True,False,597.69,13.4,
S-15143,Northeast,Monthly Essentials,58.1,False,False,308.91,,
S-17909,South,Monthly Plus,86.2,False,0,588.72,,
S-14492,West,Monthly Plus,47.6,False,1,54.78,,moving/relocating
S-10181,South,Monthly Essentials,37.6,1,True,186.35,9.7,poor quality
S-13861,Midwest,Monthly Plus,43.2,False,0,750.92,,
S-13861,Midwest,Monthly Plus,43.2,False,0,750.92,,
S-15617,Northeast,Quarterly Bundle,58.5,No,No,USD 1524.21,,
S-17827,Northeast,Monthly Essentials,88.1,False,0,371.77,,
S-12119,Midwest,Quarterly Bundle,65.7,1,False,3514.50,12.6,
S-16869,Midwest,Quarterly Bundle,81.7,No,False,$971.42,,
S-15926,Northeast,Monthly Plus,56.2,False,Yes,359.00,,moving/relocating
S-12224,South,Monthly Essentials,79.9,True,No,255.75,3.2,
S-13741,Northeast,Quarterly Bundle,35.4,No,No,459.08,,
S-10628,West,Monthly Plus,52.3,1,True,1367.37,7.8,shipping issues
S-16181,Midwest,Monthly Plus,68.4,False,False,451.19,,
S-15799,Northeast,Quarterly Bundle,65.3,False,False,"$1,421.25",,
S-10368,Midwest,Monthly Plus,44.3,1,True,$458.78,4.0,moving/relocating
S-11000,Northeast,Monthly Essentials,45.5,True,True,$460.47,8.9,
S-11708,Northeast,Monthly Plus,55.5,Yes,True,"$1,454.47",0.2,
S-15273,Northeast,Monthly Plus,59.5,0,0,970.53,,
S-14920,Midwest,Monthly Plus,40.3,False,No,$390.83,,
S-14894,South,Monthly Plus,54.4,False,No,378.16,,
S-16344,Midwest,Monthly Essentials,70.1,No,No,37.34,,
S-12147,West,Quarterly Bundle,75.0,1,No,"$3,108.66",4.7,
S-13259,Midwest,Quarterly Bundle,40.9,No,No,2026.34,,
S-14005,South,Monthly Essentials,35.8,0,0,USD 122.40,,
S-18180,South,Quarterly Bundle,86.3,False,No,"$1,412.09",,
S-10206,West,Monthly Essentials,37.1,Yes,No,USD 744.70,11.9,
S-11156,South,Quarterly Bundle,74.4,Yes,Yes,2601.38,9.2,moving/relocating
S-15185,West,Quarterly Bundle,58.6,False,No,$685.75,,
S-14299,Northeast,Monthly Essentials,40.1,False,No,644.65,,
S-17389,South,Monthly Essentials,95.2,False,No,$816.38,,
S-12960,South,Monthly Plus,75.2,1,True,1346.81,2.9,found alternative
S-14077,South,Monthly Essentials,54.5,No,No,35.90,,
S-16423,Midwest,Monthly Plus,66.8,False,0,1249.98,,
S-16862,South,Monthly Plus,86.9,No,No,$808.39,,
S-13609,Midwest,Monthly Essentials,45.9,0,1,678.92,,
S-14398,Midwest,Monthly Plus,49.7,False,False,USD 440.95,,
S-15168,South,Monthly Essentials,62.6,No,0,274.39,,
S-11571,West,Monthly Plus,59.9,Yes,False,58.97,4.8,
S-15890,West,Quarterly Bundle,73.7,No,No,280.76,,
S-11031,West,Monthly Essentials,36.0,True,Yes,$672.50,2.5,
S-15138,West,Monthly Plus,71.4,False,False,"$1,029.05",,
S-11412,Midwest,Monthly Plus,63.8,True,1,239.50,12.3,moving/relocating
S-17828,South,Monthly Plus,89.1,No,No,1225.35,,
S-10199,Northeast,Quarterly Bundle,35.1,Yes,No,"$3,557.23",13.4,
S-10199,Northeast,Quarterly Bundle,35.1,Yes,No,"$3,557.23",13.4,
S-14724,Midwest,Quarterly Bundle,38.4,No,0,USD 1762.67,,
S-13024,Northeast,Quarterly Bundle,85.8,True,No,USD 3602.73,7.5,
S-13095,Northeast,Monthly Essentials,75.2,Yes,False,105.87,3.0,
S-17184,Northeast,Monthly Essentials,85.1,False,No,$932.78,,
S-16262,West,Monthly Plus,66.6,False,True,996.38,,found alternative
S-10981,West,Monthly Essentials,39.1,Yes,False,324.32,9.4,
S-10936,Midwest,Quarterly Bundle,35.9,Yes,True,USD 289.54,13.8,bad support experience
S-10081,South,Quarterly Bundle,47.0,Yes,True,3923.33,1.9,too expensive
S-15975,Midwest,Monthly Essentials,74.1,No,No,USD 600.48,,
S-12958,West,Monthly Essentials,85.1,True,0,281.69,13.5,
S-17603,West,Monthly Essentials,86.1,False,0,$586.23,,
S-15493,Midwest,Quarterly Bundle,71.5,False,False,USD 646.68,,
S-12706,West,Monthly Essentials,91.4,Yes,False,USD 660.68,10.6,
S-11867,West,Monthly Essentials,67.4,Yes,True,USD 144.73,10.9,moving/relocating
S-16076,Midwest,Monthly Plus,58.5,No,Yes,USD 335.42,,shipping issues
S-15125,Midwest,Monthly Plus,68.1,0,False,"$1,214.62",,
S-16507,South,Quarterly Bundle,65.4,False,False,"$1,269.73",,
S-17221,South,Monthly Essentials,91.7,0,0,885.86,,
S-12744,South,Monthly Essentials,98.5,True,No,$797.78,6.0,
S-14305,South,Monthly Plus,42.0,False,False,USD 821.81,,
S-12310,West,Monthly Plus,97.8,Yes,True,1272.76,13.6,
S-11517,Midwest,Monthly Essentials,71.1,True,Yes,$892.62,1.6,moving/relocating
S-14413,West,Monthly Plus,44.4,False,No,$439.03,,
S-11611,West,Monthly Plus,55.3,Yes,False,$108.73,9.5,
S-18055,Midwest,Monthly Essentials,88.7,False,False,$814.13,,
S-17685,Midwest,Monthly Plus,81.7,No,0,$350.54,,
S-11584,Midwest,Monthly Essentials,56.2,Yes,No,$762.52,1.8,
S-11173,South,Quarterly Bundle,72.4,Yes,Yes,2835.15,5.9,paused indefinitely
S-11562,West,Monthly Plus,67.2,Yes,False,1334.51,7.9,
S-13541,South,Monthly Plus,46.6,0,0,USD 870.44,,
S-10113,Northeast,Monthly Plus,47.8,Yes,True,USD 59.90,5.4,poor quality
S-10888,Northeast,Quarterly Bundle,53.2,True,Yes,$304.51,2.4,paused indefinitely
S-13666,South,Monthly Plus,50.9,0,False,USD 475.80,,
S-13666,South,Monthly Plus,50.9,0,False,USD 475.80,,
S-15597,Northeast,Quarterly Bundle,61.5,No,No,$755.22,,
S-11058,Northeast,Monthly Essentials,50.5,Yes,Yes,USD 719.56,5.4,shipping issues
S-15776,West,Monthly Essentials,58.4,0,No,170.38,,
S-11852,South,Monthly Plus,69.4,Yes,False,436.74,12.5,
S-11908,Northeast,Monthly Essentials,56.0,Yes,0,$293.51,4.5,
S-11773,Midwest,Quarterly Bundle,65.0,Yes,1,USD 3113.76,12.7,poor quality
S-14835,West,Quarterly Bundle,40.7,No,False,2004.03,,
S-14722,West,Monthly Plus,48.7,No,No,USD 1037.19,,
S-13249,Northeast,Monthly Essentials,50.2,No,1,$892.15,,moving/relocating
S-16150,Midwest,Monthly Plus,71.8,False,False,1354.03,,
S-17480,West,Quarterly Bundle,91.0,0,No,3748.93,,
S-12166,Midwest,Quarterly Bundle,97.4,Yes,False,2382.11,3.5,
S-10506,Midwest,Monthly Essentials,37.5,Yes,True,$419.08,7.7,found alternative
S-10727,Midwest,Monthly Plus,42.9,Yes,1,218.06,5.6,found alternative
S-11610,Northeast,Quarterly Bundle,57.6,Yes,True,"$2,886.39",0.4,too expensive
S-18273,West,Monthly Essentials,96.9,False,False,293.91,,
S-14590,West,Monthly Essentials,44.1,False,False,428.06,,
S-15976,Midwest,Monthly Plus,67.0,No,False,$732.81,,
S-13195,Midwest,Monthly Essentials,78.3,1,False,$642.03,9.8,
S-10279,West,Monthly Essentials,54.1,Yes,True,$110.11,5.9,shipping issues
S-14205,Midwest,Quarterly Bundle,48.4,False,False,3070.58,,
S-10323,South,Monthly Essentials,52.2,True,True,591.88,12.0,bad support experience
S-11339,Midwest,Monthly Essentials,63.3,Yes,Yes,$898.05,2.2,shipping issues
S-16871,West,Monthly Plus,79.9,False,1,446.15,,
S-12198,Midwest,Monthly Essentials,79.5,True,False,USD 453.26,4.9,
S-12880,West,Monthly Plus,78.9,True,False,USD 1137.94,6.4,
S-17095,Northeast,Monthly Plus,93.1,0,False,"$1,301.81",,
S-13758,Midwest,Monthly Plus,38.6,0,0,$614.45,,
S-18321,Midwest,Quarterly Bundle,94.6,No,0,1571.88,,
S-10131,West,Monthly Essentials,48.4,Yes,1,$634.67,3.2,moving/relocating
S-15530,Northeast,Quarterly Bundle,57.7,No,No,"$3,288.94",,
S-13093,Northeast,Monthly Plus,94.3,Yes,No,1246.81,12.0,
S-17200,South,Quarterly Bundle,79.7,No,No,USD 489.75,,
S-12529,Midwest,Monthly Essentials,76.1,1,No,837.86,7.1,
S-14474,Midwest,Quarterly Bundle,53.7,No,0,1710.70,,
S-16546,Midwest,Monthly Plus,73.1,False,False,USD 108.82,,
S-14355,Midwest,Monthly Plus,53.4,False,False,939.53,,
S-12065,West,Monthly Essentials,68.2,True,True,USD 737.20,9.9,bad support experience
S-15036,Midwest,Monthly Essentials,66.4,No,False,USD 820.06,,
S-13848,Northeast,Monthly Essentials,44.2,0,1,$166.05,,
S-17517,Midwest,Quarterly Bundle,82.8,False,No,"$3,245.87",,
S-11984,Midwest,Monthly Plus,62.2,Yes,False,$241.44,12.9,
S-14733,Northeast,Monthly Plus,51.4,0,True,1185.17,,too expensive
S-15670,Midwest,Monthly Essentials,72.8,False,0,$978.12,,
S-18361,Northeast,Monthly Essentials,80.9,No,False,$427.68,,
S-12328,Midwest,Monthly Plus,86.5,1,False,609.71,11.6,
S-14587,South,Quarterly Bundle,42.3,0,No,3096.23,,
S-16257,West,Monthly Essentials,68.9,No,No,321.18,,
S-17382,South,Quarterly Bundle,81.6,No,No,1513.83,,
S-13875,Midwest,Monthly Essentials,49.8,No,No,$341.01,,
S-17928,Midwest,Quarterly Bundle,88.2,0,No,1556.89,,
S-18324,South,Monthly Plus,80.2,0,0,$305.29,,
S-10229,Midwest,Monthly Essentials,43.9,Yes,Yes,USD 483.56,12.6,moving/relocating
S-18271,Northeast,Quarterly Bundle,78.4,No,No,1569.50,,
S-17351,South,Quarterly Bundle,94.0,0,0,$153.43,,
S-10208,South,Monthly Essentials,50.9,True,Yes,$392.42,1.5,bad support experience
S-10428,West,Monthly Essentials,49.6,True,Yes,USD 864.79,12.4,found alternative
S-13138,South,Monthly Essentials,90.9,True,No,$463.53,4.0,
S-12311,Midwest,Quarterly Bundle,94.8,1,False,905.73,11.2,
S-13142,Midwest,Quarterly Bundle,92.1,Yes,No,2778.14,7.8,
S-11094,Northeast,Monthly Essentials,61.0,True,True,$428.53,9.6,too expensive
S-11290,South,Monthly Plus,69.6,Yes,False,828.78,6.5,
S-12321,Northeast,Monthly Plus,75.0,Yes,False,1154.88,3.6,
S-13787,Midwest,Monthly Essentials,48.2,False,No,$905.39,,
S-15790,Midwest,Monthly Plus,65.1,0,False,1413.64,,
S-10998,Northeast,Monthly Plus,45.6,1,False,914.40,0.1,
S-12788,West,Quarterly Bundle,77.9,Yes,False,1598.48,5.1,
S-17570,Northeast,Monthly Plus,95.5,False,False,876.80,,
S-16361,South,Monthly Essentials,72.9,No,False,398.02,,
S-10198,South,Monthly Essentials,42.4,True,1,991.15,2.0,too expensive
S-13539,South,Monthly Essentials,42.8,No,True,494.39,,found alternative
S-12794,South,Quarterly Bundle,97.3,True,False,"$2,711.82",1.8,
S-10518,Midwest,Monthly Plus,48.9,True,Yes,1477.04,5.1,no longer needed
S-10094,Northeast,Monthly Essentials,38.1,1,Yes,USD 325.94,13.1,shipping issues
S-18261,West,Monthly Plus,80.2,No,No,1242.50,,
S-13449,West,Quarterly Bundle,48.1,No,True,"$1,636.42",,paused indefinitely
S-17632,West,Monthly Essentials,83.4,No,False,$335.75,,
S-17336,Northeast,Quarterly Bundle,87.6,0,0,2234.56,,
S-10401,Midwest,Quarterly Bundle,37.8,Yes,True,$563.81,4.8,paused indefinitely
S-15955,Midwest,Monthly Essentials,74.2,No,False,804.64,,
S-15175,Northeast,Quarterly Bundle,73.2,False,0,2215.32,,
S-17525,South,Quarterly Bundle,81.3,0,No,846.58,,
S-17525,South,Quarterly Bundle,81.3,0,No,846.58,,
S-14057,West,Monthly Plus,36.8,False,No,USD 1366.72,,
S-11719,Northeast,Monthly Essentials,72.4,1,1,USD 558.95,7.8,
S-17747,Northeast,Monthly Plus,83.3,No,No,923.57,,
S-14437,Northeast,Monthly Essentials,47.3,No,No,$363.59,,
S-14437,Northeast,Monthly Essentials,47.3,No,No,$363.59,,
S-11498,Northeast,Monthly Plus,57.3,Yes,No,$537.26,9.8,
S-13968,South,Monthly Essentials,37.0,False,No,122.24,,
S-17941,West,Monthly Essentials,90.9,False,False,39.56,,
S-11283,Midwest,Monthly Essentials,63.5,True,No,248.59,6.1,
S-14341,Northeast,Monthly Plus,38.9,No,False,$438.89,,
S-10724,South,Monthly Essentials,47.6,1,False,USD 887.14,10.3,
S-16486,West,Quarterly Bundle,71.7,False,False,"$2,049.20",,
S-16600,West,Monthly Essentials,72.9,False,0,USD 522.11,,
S-16831,Midwest,Monthly Plus,78.4,False,No,650.13,,
S-12422,West,Monthly Essentials,75.2,True,0,216.41,8.8,
S-13299,South,Monthly Plus,44.9,No,0,705.01,,
S-10770,West,Quarterly Bundle,38.8,Yes,1,$704.57,10.5,shipping issues
S-10773,Midwest,Quarterly Bundle,44.5,True,No,USD 1793.11,1.5,
S-17141,Northeast,Monthly Essentials,85.0,No,False,USD 785.87,,
S-16167,Midwest,Monthly Essentials,72.0,False,False,USD 575.81,,
S-10514,West,Monthly Essentials,40.1,True,0,1022.17,13.3,
S-14891,Northeast,Monthly Essentials,39.5,False,No,669.44,,
S-13690,South,Quarterly Bundle,54.0,False,False,USD 298.36,,
S-17103,West,Quarterly Bundle,90.7,0,No,"$3,628.58",,
S-11448,Northeast,Monthly Plus,65.7,True,False,1013.72,4.1,
S-12335,Midwest,Monthly Essentials,77.0,True,Yes,41.81,9.8,
S-12385,Northeast,Monthly Plus,89.6,Yes,No,649.46,3.8,
S-11489,West,Monthly Essentials,60.8,True,1,USD 380.91,4.7,found alternative
S-13058,West,Monthly Essentials,86.5,True,No,USD 283.42,0.4,
S-11634,Midwest,Monthly Plus,64.8,True,True,$314.54,6.7,poor quality
S-13646,South,Monthly Plus,51.6,No,False,1326.54,,
S-11686,South,Monthly Plus,65.0,Yes,Yes,$900.28,3.6,shipping issues
S-16654,South,Quarterly Bundle,69.2,False,No,USD 1347.00,,
S-13790,Midwest,Quarterly Bundle,40.1,No,No,USD 3067.13,,
S-13163,Midwest,Quarterly Bundle,76.7,True,No,USD 885.62,7.4,
S-16912,South,Quarterly Bundle,93.9,0,No,USD 462.18,,
S-14689,Northeast,Quarterly Bundle,46.8,False,No,1032.99,,
S-17327,Northeast,Monthly Plus,95.1,No,False,$231.09,,
S-10179,Northeast,Quarterly Bundle,54.9,True,False,1751.98,5.3,
S-12008,South,Quarterly Bundle,74.9,True,No,USD 978.83,1.5,
S-17035,Northeast,Monthly Plus,99.3,False,Yes,946.24,,too expensive
S-16822,Northeast,Monthly Essentials,88.2,0,No,510.94,,
S-16124,South,Monthly Essentials,61.7,0,No,$486.47,,
S-15312,West,Monthly Essentials,59.8,No,False,327.34,,
S-15636,West,Monthly Essentials,64.3,False,No,$742.13,,
S-17528,Northeast,Monthly Plus,85.4,No,No,USD 108.48,,
S-16805,Northeast,Quarterly Bundle,92.8,False,False,"$2,049.60",,
S-15254,West,Quarterly Bundle,73.8,No,No,960.20,,
S-13960,Midwest,Quarterly Bundle,48.6,0,False,$141.50,,
S-12606,West,Monthly Essentials,99.2,Yes,False,$313.06,1.5,
S-11395,West,Quarterly Bundle,69.9,1,False,2105.33,11.8,
S-18147,Northeast,Quarterly Bundle,90.0,No,False,"$1,661.09",,
S-11326,Midwest,Monthly Essentials,57.0,1,True,985.21,5.5,
S-15775,Midwest,Monthly Essentials,74.8,False,No,$334.49,,
S-17856,Midwest,Monthly Plus,83.8,False,No,"$1,117.57",,
S-15433,West,Monthly Essentials,57.1,No,0,$397.42,,
S-11835,West,Monthly Plus,67.5,True,True,914.00,6.8,shipping issues
S-11697,South,Monthly Essentials,55.5,Yes,No,$593.94,12.2,
S-11449,Midwest,Monthly Essentials,62.5,Yes,Yes,672.40,12.4,poor quality
S-10958,Northeast,Monthly Plus,46.7,1,Yes,256.72,12.1,moving/relocating
S-12338,Midwest,Monthly Plus,77.0,True,No,$219.60,11.5,
S-16603,South,Monthly Essentials,57.9,False,No,873.88,,
S-13710,West,Monthly Essentials,38.4,0,False,$501.30,,
S-18234,South,Monthly Plus,80.1,No,No,$880.81,,
S-13717,West,Monthly Essentials,42.3,No,False,$492.02,,
S-12776,Midwest,Quarterly Bundle,83.9,1,False,2777.46,7.9,
S-10104,Northeast,Monthly Essentials,48.3,Yes,1,$779.62,13.4,too expensive
S-16686,Northeast,Quarterly Bundle,88.3,0,No,2367.83,,
S-17387,Northeast,Monthly Plus,77.9,False,False,USD 1092.22,,
S-11098,Northeast,Quarterly Bundle,66.0,True,False,USD 3808.07,8.6,
S-15911,South,Quarterly Bundle,61.3,False,No,"$3,206.62",,
S-13769,Midwest,Monthly Essentials,52.7,0,No,39.03,,
S-18165,Midwest,Monthly Plus,79.3,No,False,USD 1193.07,,
S-15265,Northeast,Monthly Plus,69.8,No,No,446.40,,
S-10654,West,Quarterly Bundle,51.5,True,True,$626.48,11.7,paused indefinitely
S-14907,South,Monthly Essentials,42.5,No,No,293.74,,
S-11113,Northeast,Quarterly Bundle,56.1,True,False,USD 293.42,2.9,
S-13267,West,Quarterly Bundle,52.5,No,0,3034.74,,
S-16314,South,Monthly Essentials,69.5,False,Yes,82.82,,moving/relocating
S-15540,West,Monthly Plus,73.6,False,0,445.62,,
S-11896,Midwest,Monthly Essentials,58.5,Yes,No,$404.08,10.2,
S-15500,South,Monthly Plus,63.9,0,False,613.81,,
S-14307,South,Monthly Essentials,51.3,No,No,USD 40.76,,
S-16780,West,Quarterly Bundle,89.7,False,No,3272.72,,
S-17120,Northeast,Quarterly Bundle,81.0,No,No,USD 1994.15,,
S-17042,South,Monthly Essentials,94.3,No,False,813.46,,
S-11327,Northeast,Monthly Plus,74.0,Yes,False,$708.35,10.8,
S-10118,South,Monthly Essentials,39.4,1,True,314.93,7.3,bad support experience
S-12037,West,Monthly Essentials,60.0,1,False,USD 74.10,12.4,
S-15494,Northeast,Quarterly Bundle,62.8,False,False,"$2,207.06",,
S-14554,Northeast,Monthly Essentials,35.3,No,No,$292.77,,
S-17116,South,Monthly Plus,97.3,No,No,354.49,,
S-12011,South,Quarterly Bundle,62.9,Yes,False,USD 3276.07,3.2,
S-13154,West,Monthly Plus,91.3,Yes,False,$726.77,10.4,
S-13194,South,Monthly Essentials,75.2,Yes,No,504.45,6.1,
S-16815,South,Quarterly Bundle,99.3,No,True,2004.44,,paused indefinitely
S-15758,South,Monthly Essentials,74.8,False,False,564.74,,
S-17148,West,Quarterly Bundle,93.6,False,False,1150.69,,
S-17994,South,Monthly Plus,77.0,No,False,"$1,368.26",,
S-17775,Northeast,Monthly Plus,92.0,False,False,656.20,,
S-11233,West,Monthly Essentials,64.3,True,Yes,$74.53,8.9,bad support experience
S-13855,South,Monthly Plus,36.6,No,False,USD 905.83,,
S-12092,West,Quarterly Bundle,58.6,Yes,0,USD 3511.94,10.8,
S-13244,Midwest,Monthly Plus,47.3,No,No,271.06,,
S-11467,Northeast,Monthly Plus,56.7,1,No,$603.23,10.5,
S-11086,South,Quarterly Bundle,66.0,Yes,No,2752.74,3.0,
S-17906,West,Quarterly Bundle,78.1,No,False,$148.71,,
S-14935,South,Quarterly Bundle,52.6,0,False,2178.71,,
S-16485,West,Monthly Essentials,67.4,0,False,$117.77,,
S-16033,West,Monthly Plus,64.8,False,True,289.31,,poor quality
S-16467,West,Monthly Plus,72.4,No,False,USD 600.49,,
S-11752,West,Monthly Essentials,65.7,True,True,USD 826.71,2.7,moving/relocating
S-12207,Midwest,Monthly Plus,95.4,True,0,$722.82,12.7,
S-17282,South,Quarterly Bundle,77.8,False,False,USD 3926.71,,
S-13451,Midwest,Quarterly Bundle,53.5,False,No,709.23,,
S-14831,Northeast,Monthly Plus,45.6,No,No,1453.79,,
S-11938,South,Monthly Plus,67.1,True,No,USD 118.42,4.8,
S-12614,South,Monthly Essentials,79.5,Yes,No,849.69,12.6,
S-17971,Northeast,Quarterly Bundle,86.5,No,No,1420.05,,
S-14377,Midwest,Quarterly Bundle,54.4,0,0,978.52,,
S-16675,Midwest,Quarterly Bundle,69.5,No,False,403.18,,
S-18057,West,Quarterly Bundle,93.1,No,No,314.39,,
S-13935,West,Quarterly Bundle,53.1,False,False,"$1,361.68",,
S-10489,Midwest,Quarterly Bundle,40.8,True,True,USD 1907.14,5.9,too expensive
S-11907,Midwest,Monthly Plus,62.0,True,False,661.86,8.0,
S-10870,Midwest,Monthly Essentials,42.7,Yes,True,$703.33,10.0,bad support experience
S-10144,South,Monthly Plus,54.9,True,1,115.98,2.8,paused indefinitely
S-17246,South,Monthly Essentials,82.8,False,False,USD 184.01,,
S-15145,Northeast,Quarterly Bundle,66.0,0,No,$160.84,,
S-15144,West,Monthly Plus,68.2,No,False,$623.69,,
S-11816,South,Monthly Plus,60.2,True,No,$246.21,0.1,
S-11842,Northeast,Monthly Plus,57.1,Yes,Yes,$64.16,8.5,no longer needed
S-10618,South,Monthly Essentials,53.5,Yes,Yes,225.90,1.5,shipping issues
S-11492,South,Monthly Essentials,59.3,1,True,785.64,11.4,found alternative
S-15803,Midwest,Monthly Plus,66.9,False,0,$269.02,,
S-12047,Northeast,Quarterly Bundle,55.1,True,No,2980.83,2.8,
S-13979,West,Quarterly Bundle,45.8,False,False,1675.15,,
S-14516,Midwest,Monthly Essentials,54.3,0,No,119.08,,
S-15969,Midwest,Quarterly Bundle,63.5,No,False,1851.31,,
S-12407,Midwest,Quarterly Bundle,94.3,True,False,"$1,215.93",2.2,
S-10526,South,Monthly Plus,35.1,True,True,"$1,053.28",11.6,paused indefinitely
S-13026,Midwest,Monthly Plus,78.9,Yes,0,$881.77,12.1,
S-12739,West,Quarterly Bundle,78.3,Yes,No,"$3,609.34",8.1,
S-14091,Northeast,Quarterly Bundle,48.6,No,True,$469.01,,bad support experience
S-11850,West,Monthly Plus,66.1,True,0,798.01,8.3,
